block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29045843,1765599576000,25,26,0,0,26,26,598,0.9961
29045844,1765599582000,28,25,0,0,25,25,598,0.9979
29045845,1765599588000,25,28,0,0,28,28,598,0.9962
29045846,1765599594000,29,25,0,0,25,25,597,0.9972
29045847,1765599600000,21,29,0,0,29,29,598,0.9977
29045848,1765599606000,27,21,0,0,21,21,598,0.9974
29045849,1765599612000,23,27,0,0,27,27,598,0.9972
29045850,1765599618000,26,23,0,0,23,23,597,0.9974
29045851,1765599624000,26,26,0,0,26,26,591,0.9977
29045852,1765599630000,29,26,0,0,26,26,598,0.9972
29045853,1765599636000,22,29,0,0,29,29,598,0.9967
29045854,1765599642000,29,22,0,0,22,22,598,0.9963
29045855,1765599648000,24,29,0,0,29,29,598,0.9967
29045856,1765599654000,30,24,0,0,24,24,598,0.9971
29045857,1765599660000,22,30,0,0,30,30,598,0.998
29045858,1765599666000,29,22,0,0,22,22,598,0.9935
29045859,1765599672000,22,29,0,0,29,29,598,0.9947
29045860,1765599678000,31,22,0,0,22,22,598,0.9966
29045861,1765599684000,23,31,0,0,31,31,598,0.9946
29045862,1765599690000,26,23,0,0,23,23,598,0.9967
29045863,1765599696000,22,26,0,0,26,26,598,0.9974
29045864,1765599702000,26,22,0,0,22,22,596,0.9989
29045865,1765599708000,24,26,0,0,26,26,598,0.9982
29045866,1765599714000,32,24,0,0,24,24,598,0.9977
29045867,1765599720000,25,32,0,0,32,32,598,0.9978
29045868,1765599726000,27,25,0,0,25,25,597,0.9991
29045869,1765599732000,24,27,0,0,27,27,598,0.9978
29045870,1765599738000,29,24,0,0,24,24,598,0.9976
29045871,1765599744000,23,29,0,0,29,29,597,0.9981
29045872,1765599750000,30,23,0,0,23,23,597,0.998
29045873,1765599756000,23,30,0,0,30,30,598,0.9978
29045874,1765599762000,26,23,0,0,23,23,598,0.9977
29045875,1765599768000,25,26,0,0,26,26,598,0.9977
29045876,1765599774000,28,25,0,0,25,25,598,0.9976
29045877,1765599780000,20,28,0,0,28,28,598,0.9977
29045878,1765599786000,25,20,0,0,20,20,598,0.9969
29045879,1765599792000,21,25,0,0,25,25,568,0.9961
29045880,1765599798000,31,21,0,0,21,21,597,0.9977
29045881,1765599804000,22,31,0,0,31,31,598,0.9977
29045882,1765599810000,23,22,0,0,22,22,598,0.9978
29045883,1765599816000,23,23,0,0,23,23,598,0.9977
29045884,1765599822000,28,23,0,0,23,23,598,0.9977
29045885,1765599828000,26,28,0,0,28,28,598,0.9973
29045886,1765599834000,28,26,0,0,26,26,598,0.9974
29045887,1765599840000,25,28,0,0,28,28,598,0.9979
29045888,1765599846000,27,25,0,0,25,25,598,0.9981
29045889,1765599852000,22,27,0,0,27,27,598,0.9978
29045890,1765599858000,30,22,0,0,22,22,596,0.9998
29045891,1765599864000,23,30,0,0,30,30,598,0.9977
29045892,1765599870000,26,23,0,0,23,23,598,0.9978
29045893,1765599876000,24,26,0,0,26,26,598,0.9976
29045894,1765599882000,26,24,0,0,24,24,598,0.998
29045895,1765599888000,26,26,0,0,26,26,598,0.9977
29045896,1765599894000,29,26,0,0,26,26,597,0.9995
29045897,1765599900000,25,29,0,0,29,29,598,0.998
29045898,1765599906000,24,25,0,0,25,25,598,0.9971
29045899,1765599912000,26,24,0,0,24,24,598,0.9976
29045900,1765599918000,27,26,0,0,26,26,597,0.9995
29045901,1765599924000,27,27,0,0,27,27,598,0.9981
29045902,1765599930000,25,27,0,0,27,27,598,0.997
29045903,1765599936000,25,25,0,0,25,25,598,0.9977
29045904,1765599942000,27,25,0,0,25,25,598,0.998
29045905,1765599948000,28,27,0,0,27,27,598,0.9966
29045906,1765599954000,26,28,0,0,28,28,598,0.998
29045907,1765599960000,28,26,0,0,26,26,598,0.9972
29045908,1765599966000,26,28,0,0,28,28,596,0.998
29045909,1765599972000,26,26,0,0,26,26,598,0.9976
29045910,1765599978000,26,26,0,0,26,26,598,0.9965
29045911,1765599984000,27,26,0,0,26,26,598,0.9977
29045912,1765599990000,28,27,0,0,27,27,598,0.9978
29045913,1765599996000,23,28,0,0,28,28,598,0.9971
29045914,1765600002000,30,23,0,0,23,23,597,0.9975
29045915,1765600008000,24,30,0,0,30,30,598,0.9978
29045916,1765600014000,28,24,0,0,24,24,598,0.9975
29045917,1765600020000,24,28,0,0,28,28,598,0.9981
29045918,1765600026000,27,24,0,0,24,24,598,0.9974
29045919,1765600032000,23,27,0,0,27,27,598,0.998
29045920,1765600038000,30,23,0,0,23,23,598,0.998
29045921,1765600044000,26,30,0,0,30,30,598,0.9981
29045922,1765600050000,27,26,0,0,26,26,598,0.9981
