block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29521043,1768468230000,34,20,0,0,20,20,597,0.9994
29521044,1768468236000,21,34,0,0,34,34,597,0.9994
29521045,1768468242000,32,21,0,0,21,21,597,0.9986
29521046,1768468248000,22,32,0,0,32,32,597,0.9991
29521047,1768468254000,32,22,0,0,22,22,597,0.9991
29521048,1768468260000,21,32,0,0,32,32,597,0.9994
29521049,1768468266000,31,21,0,0,21,21,597,0.999
29521050,1768468272000,23,31,0,0,31,31,596,0.9992
29521051,1768468278000,32,23,0,0,23,23,597,0.9993
29521052,1768468284000,22,32,0,0,32,32,597,0.999
29521053,1768468290000,32,22,0,0,22,22,597,0.9997
29521054,1768468296000,23,32,0,0,32,32,597,0.9993
29521055,1768468302000,33,23,0,0,23,23,597,0.9993
29521056,1768468308000,23,33,0,0,33,33,597,0.9991
29521057,1768468314000,33,23,0,0,23,23,597,0.9987
29521058,1768468320000,21,33,0,0,33,33,597,0.9997
29521059,1768468326000,31,21,0,0,21,21,597,0.9988
29521060,1768468332000,20,31,0,0,31,31,597,0.9992
29521061,1768468338000,33,20,0,0,20,20,597,0.9988
29521062,1768468344000,21,33,0,0,33,33,597,0.9995
29521063,1768468350000,32,21,0,0,21,21,597,0.9988
29521064,1768468356000,22,32,0,0,32,32,596,0.9982
29521065,1768468362000,29,22,0,0,22,22,596,0.9992
29521066,1768468368000,1,29,0,0,29,29,597,0.9906
29521067,1768468374000,37,1,0,0,1,1,596,1
29521068,1768468380000,18,37,0,0,37,37,597,0.9946
29521069,1768468386000,34,18,0,0,18,18,597,0.9978
29521070,1768468392000,18,34,0,0,34,34,597,0.9975
29521071,1768468398000,35,18,0,0,18,18,597,0.9966
29521072,1768468404000,20,35,0,0,35,35,597,0.9969
29521073,1768468410000,36,20,0,0,20,20,597,0.9987
29521074,1768468416000,19,36,0,0,36,36,597,0.9996
29521075,1768468422000,37,19,0,0,19,19,597,0.9994
29521076,1768468428000,19,37,0,0,37,37,597,0.9988
29521077,1768468434000,35,19,0,0,19,19,596,0.9981
29521078,1768468440000,19,35,0,0,35,35,597,0.9995
29521079,1768468446000,31,19,0,0,19,19,597,0.9958
29521080,1768468452000,16,31,0,0,31,31,596,0.997
29521081,1768468458000,35,16,0,0,16,16,596,0.9993
29521082,1768468464000,17,35,0,0,35,35,596,0.9985
29521083,1768468470000,35,17,0,0,17,17,596,0.9993
29521084,1768468476000,18,35,0,0,35,35,596,0.9996
29521085,1768468482000,36,18,0,0,18,18,596,0.9993
29521086,1768468488000,17,36,0,0,36,36,596,0.9994
29521087,1768468494000,35,17,0,0,17,17,596,0.9992
29521088,1768468500000,18,35,0,0,35,35,596,0.9991
29521089,1768468506000,33,18,0,0,18,18,597,0.9993
29521090,1768468512000,19,33,0,0,33,33,597,0.9978
29521091,1768468518000,35,19,0,0,19,19,597,0.9984
29521092,1768468524000,20,35,0,0,35,35,597,0.9985
29521093,1768468530000,33,20,0,0,20,20,597,0.9992
29521094,1768468536000,19,33,0,0,33,33,597,0.9989
29521095,1768468542000,32,19,0,0,19,19,597,0.9991
29521096,1768468548000,17,32,0,0,32,32,597,0.9986
29521097,1768468554000,33,17,0,0,17,17,597,0.9995
29521098,1768468560000,20,33,0,0,33,33,597,0.9984
29521099,1768468566000,32,20,0,0,20,20,597,0.9996
29521100,1768468572000,18,32,0,0,32,32,597,0.9993
29521101,1768468578000,31,18,0,0,18,18,597,0.9991
29521102,1768468584000,20,31,0,0,31,31,597,0.9997
29521103,1768468590000,33,20,0,0,20,20,597,0.9995
29521104,1768468596000,18,33,0,0,33,33,597,0.9991
29521105,1768468602000,32,18,0,0,18,18,597,0.999
29521106,1768468608000,19,32,0,0,32,32,597,0.9969
29521107,1768468614000,31,19,0,0,19,19,597,0.9985
29521108,1768468620000,20,31,0,0,31,31,597,0.9993
29521109,1768468626000,33,20,0,0,20,20,597,0.9972
29521110,1768468632000,20,33,0,0,33,33,597,0.9996
29521111,1768468638000,33,20,0,0,20,20,596,0.9997
29521112,1768468644000,21,33,0,0,33,33,596,0.9995
29521113,1768468650000,33,21,0,0,21,21,596,0.9998
29521114,1768468656000,20,33,0,0,33,33,596,0.9996
29521115,1768468662000,35,20,0,0,20,20,596,0.9996
29521116,1768468668000,20,35,0,0,35,35,597,0.9996
29521117,1768468674000,35,20,0,0,20,20,597,0.9992
29521118,1768468680000,21,35,0,0,35,35,597,0.9993
29521119,1768468686000,31,21,0,0,21,21,597,0.9995
29521120,1768468692000,19,31,0,0,31,31,597,0.9994
29521121,1768468698000,31,19,0,0,19,19,597,0.9996
29521122,1768468704000,20,31,0,0,31,31,597,0.9996
29521123,1768468710000,35,20,0,0,20,20,597,0.9989
29521124,1768468716000,19,35,0,0,35,35,597,0.9994
29521125,1768468722000,34,19,0,0,19,19,597,0.9988
29521126,1768468728000,19,34,0,0,34,34,597,0.9995
29521127,1768468734000,32,19,0,0,19,19,597,0.9993
29521128,1768468740000,19,32,0,0,32,32,595,0.9996
29521129,1768468746000,29,19,0,0,19,19,597,0.9996
29521130,1768468752000,20,29,0,0,29,29,597,0.9994
29521131,1768468758000,32,20,0,0,20,20,597,0.9988
29521132,1768468764000,22,32,0,0,32,32,597,0.9994
29521133,1768468770000,1,22,0,0,22,22,597,0.999
29521134,1768468776000,34,1,0,0,1,1,597,1
29521135,1768468782000,19,34,0,0,34,34,597,0.9989
29521136,1768468788000,30,19,0,0,19,19,597,0.9981
29521137,1768468794000,23,30,0,0,30,30,597,0.9985
29521138,1768468800000,31,23,0,0,23,23,596,0.9996
29521139,1768468806000,21,31,0,0,31,31,597,0.998
29521140,1768468812000,27,21,0,0,21,21,597,0.9993
29521141,1768468818000,21,27,0,0,27,27,597,0.9991
29521142,1768468824000,30,21,0,0,21,21,597,0.9986
29521143,1768468830000,23,30,0,0,30,30,597,0.9988
29521144,1768468836000,29,23,0,0,23,23,597,0.9991
29521145,1768468842000,24,29,0,0,29,29,597,0.9998
29521146,1768468848000,26,24,0,0,24,24,597,0.9992
29521147,1768468854000,26,26,0,0,26,26,597,0.9991
29521148,1768468860000,27,26,0,0,26,26,597,0.9995
29521149,1768468866000,23,27,0,0,27,27,597,0.9983
29521150,1768468872000,26,23,0,0,23,23,597,0.9988
29521151,1768468878000,24,26,0,0,26,26,597,0.9992
29521152,1768468884000,30,24,0,0,24,24,597,0.9992
29521153,1768468890000,23,30,0,0,30,30,597,0.9986
29521154,1768468896000,26,23,0,0,23,23,597,0.999
29521155,1768468902000,28,26,0,0,26,26,597,0.9994
29521156,1768468908000,28,28,0,0,28,28,597,0.9998
