block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
28756224,1763843532000,24,30,0,0,30,30,592,0.9992
28756225,1763843538000,29,24,0,0,24,24,593,0.9992
28756226,1763843544000,21,29,0,0,29,29,593,0.999
28756227,1763843550000,32,21,0,0,21,21,592,0.9993
28756228,1763843556000,22,32,0,0,32,32,592,0.9986
28756229,1763843562000,29,22,0,0,22,22,592,0.9981
28756230,1763843568000,24,29,0,0,29,29,592,0.9985
28756231,1763843574000,32,24,0,0,24,24,592,0.997
28756232,1763843580000,25,32,0,0,32,32,592,0.9992
28756233,1763843586000,31,25,0,0,25,25,592,0.9997
28756234,1763843592000,23,31,0,0,31,31,592,0.9992
28756235,1763843598000,32,23,0,0,23,23,593,0.9993
28756236,1763843604000,22,32,0,0,32,32,593,0.9982
28756237,1763843610000,26,22,0,0,22,22,592,0.999
28756238,1763843616000,22,26,0,0,26,26,593,0.9992
28756239,1763843622000,29,22,0,0,22,22,593,0.9992
28756240,1763843628000,19,29,0,0,29,29,593,0.9997
28756241,1763843634000,29,19,0,0,19,19,593,0.9986
28756242,1763843640000,20,29,0,0,29,29,593,0.9994
28756243,1763843646000,27,20,0,0,20,20,593,0.9996
28756244,1763843652000,24,27,0,0,27,27,593,0.9997
28756245,1763843658000,26,24,0,0,24,24,593,0.999
28756246,1763843664000,21,26,0,0,26,26,592,0.9994
28756247,1763843670000,30,21,0,0,21,21,592,0.9993
28756248,1763843676000,22,30,0,0,30,30,592,0.9995
28756249,1763843682000,30,22,0,0,22,22,592,0.9994
28756250,1763843688000,23,30,0,0,30,30,591,0.9987
28756251,1763843694000,30,23,0,0,23,23,592,0.9995
28756252,1763843700000,19,30,0,0,30,30,592,0.9992
28756253,1763843706000,28,19,0,0,19,19,592,0.9992
28756254,1763843712000,20,28,0,0,28,28,593,0.9995
28756255,1763843718000,32,20,0,0,20,20,593,0.9997
28756256,1763843724000,21,32,0,0,32,32,593,0.9994
28756257,1763843730000,27,21,0,0,21,21,593,0.9995
28756258,1763843736000,20,27,0,0,27,27,593,0.9979
28756259,1763843742000,31,20,0,0,20,20,591,0.9996
28756260,1763843748000,23,31,0,0,31,31,593,0.9997
28756261,1763843754000,28,23,0,0,23,23,593,0.9998
28756262,1763843760000,21,28,0,0,28,28,593,0.9995
28756263,1763843766000,29,21,0,0,21,21,593,0.9994
28756264,1763843772000,20,29,0,0,29,29,593,0.9995
28756265,1763843778000,30,20,0,0,20,20,593,0.9991
28756266,1763843784000,23,30,0,0,30,30,592,0.9993
28756267,1763843790000,31,23,0,0,23,23,593,0.9988
28756268,1763843796000,24,31,0,0,31,31,593,0.9986
28756269,1763843802000,28,24,0,0,24,24,593,0.9993
28756270,1763843808000,22,28,0,0,28,28,593,0.9993
28756271,1763843814000,32,22,0,0,22,22,593,0.9996
28756272,1763843820000,24,32,0,0,32,32,593,0.9994
28756273,1763843826000,30,24,0,0,24,24,593,0.9969
28756274,1763843832000,27,30,0,0,30,30,593,0.9993
28756275,1763843838000,28,27,0,0,27,27,593,0.9983
28756276,1763843844000,28,28,0,0,28,28,593,0.9983
28756277,1763843850000,26,28,0,0,28,28,593,0.9996
28756278,1763843856000,28,26,0,0,26,26,593,0.9994
28756279,1763843862000,25,28,0,0,28,28,593,0.9992
28756280,1763843868000,28,25,0,0,25,25,593,0.9997
28756281,1763843874000,25,28,0,0,28,28,593,0.9998
28756282,1763843880000,29,25,0,0,25,25,592,0.9992
28756283,1763843886000,27,29,0,0,29,29,593,0.9994
