block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
28887443,1764640038000,25,27,0,0,27,27,593,0.9984
28887444,1764640044000,28,25,0,0,25,25,593,0.9981
28887445,1764640050000,26,28,0,0,28,28,593,0.9964
28887446,1764640056000,26,26,0,0,26,26,593,0.9978
28887447,1764640062000,28,26,0,0,26,26,593,0.9964
28887448,1764640068000,29,28,0,0,28,28,593,0.998
28887449,1764640074000,25,29,0,0,29,29,593,0.9984
28887450,1764640080000,28,25,0,0,25,25,593,0.998
28887451,1764640086000,28,28,0,0,28,28,593,0.9984
28887452,1764640092000,27,28,0,0,28,28,593,0.9982
28887453,1764640098000,28,27,0,0,27,27,593,0.9978
28887454,1764640104000,28,28,0,0,28,28,593,0.9956
28887455,1764640110000,24,28,0,0,28,28,593,0.9977
28887456,1764640116000,24,24,0,0,24,24,593,0.9985
28887457,1764640122000,21,24,0,0,24,24,592,0.9984
28887458,1764640128000,27,21,0,0,21,21,593,0.9984
28887459,1764640134000,29,27,0,0,27,27,593,0.9984
28887460,1764640140000,26,29,0,0,29,29,593,0.9984
28887461,1764640146000,22,26,0,0,26,26,593,0.9979
28887462,1764640152000,27,22,0,0,22,22,593,0.9984
28887463,1764640158000,28,27,0,0,27,27,593,0.9984
28887464,1764640164000,22,28,0,0,28,28,593,0.9975
28887465,1764640170000,21,22,0,0,22,22,593,0.9985
28887466,1764640176000,25,21,0,0,21,21,593,0.9983
28887467,1764640182000,28,25,0,0,25,25,593,0.9983
28887468,1764640188000,28,28,0,0,28,28,593,0.9982
28887469,1764640194000,25,28,0,0,28,28,592,0.9978
28887470,1764640200000,28,25,0,0,25,25,593,0.9972
28887471,1764640206000,24,28,0,0,28,28,593,0.9982
28887472,1764640212000,27,24,0,0,24,24,593,0.9982
28887473,1764640218000,22,27,0,0,27,27,592,0.9984
28887474,1764640224000,32,22,0,0,22,22,593,0.9973
28887475,1764640230000,17,32,0,0,32,32,593,0.9978
28887476,1764640236000,30,17,0,0,17,17,593,0.9982
28887477,1764640242000,20,30,0,0,30,30,593,0.9984
28887478,1764640248000,36,20,0,0,20,20,593,0.9978
28887479,1764640254000,21,36,0,0,36,36,593,0.9985
28887480,1764640260000,30,21,0,0,21,21,593,0.9983
28887481,1764640266000,17,30,0,0,30,30,593,0.9984
28887482,1764640272000,35,17,0,0,17,17,593,0.9983
28887483,1764640278000,21,35,0,0,35,35,592,0.9984
28887484,1764640284000,31,21,0,0,21,21,592,0.9982
28887485,1764640290000,20,31,0,0,31,31,592,0.9984
28887486,1764640296000,33,20,0,0,20,20,592,0.9986
28887487,1764640302000,19,33,0,0,33,33,592,0.9984
28887488,1764640308000,32,19,0,0,19,19,592,0.9983
28887489,1764640314000,21,32,0,0,32,32,592,0.9984
28887490,1764640320000,31,21,0,0,21,21,592,0.9982
28887491,1764640326000,21,31,0,0,31,31,593,0.9985
28887492,1764640332000,32,21,0,0,21,21,593,0.9985
28887493,1764640338000,21,32,0,0,32,32,593,0.998
28887494,1764640344000,31,21,0,0,21,21,593,0.9982
28887495,1764640350000,20,31,0,0,31,31,593,0.9982
28887496,1764640356000,23,20,0,0,20,20,593,0.9984
