block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29204243,1766555976000,23,26,0,0,26,26,595,0.9985
29204244,1766555982000,27,23,0,0,23,23,595,0.9991
29204245,1766555988000,24,27,0,0,27,27,595,0.9989
29204246,1766555994000,27,24,0,0,24,24,594,0.9988
29204247,1766556000000,25,27,0,0,27,27,595,0.9979
29204248,1766556006000,28,25,0,0,25,25,594,0.9996
29204249,1766556012000,22,28,0,0,28,28,595,0.9938
29204250,1766556018000,30,22,0,0,22,22,596,0.996
29204251,1766556024000,22,30,0,0,30,30,595,0.9984
29204252,1766556030000,31,22,0,0,22,22,595,0.9982
29204253,1766556036000,23,31,0,0,31,31,596,0.9966
29204254,1766556042000,27,23,0,0,23,23,594,0.9984
29204255,1766556048000,23,27,0,0,27,27,595,0.9987
29204256,1766556054000,31,23,0,0,23,23,595,0.9974
29204257,1766556060000,23,31,0,0,31,31,596,0.9973
29204258,1766556066000,28,23,0,0,23,23,596,0.9956
29204259,1766556072000,21,28,0,0,28,28,595,0.9975
29204260,1766556078000,29,21,0,0,21,21,596,0.9962
29204261,1766556084000,21,29,0,0,29,29,595,0.9983
29204262,1766556090000,29,21,0,0,21,21,596,0.9974
29204263,1766556096000,22,29,0,0,29,29,595,0.9981
29204264,1766556102000,27,22,0,0,22,22,595,0.9983
29204265,1766556108000,22,27,0,0,27,27,596,0.9976
29204266,1766556114000,27,22,0,0,22,22,596,0.9976
29204267,1766556120000,20,27,0,0,27,27,596,0.9976
29204268,1766556126000,31,20,0,0,20,20,596,0.9971
29204269,1766556132000,22,31,0,0,31,31,596,0.9969
29204270,1766556138000,29,22,0,0,22,22,596,0.9969
29204271,1766556144000,21,29,0,0,29,29,596,0.9971
29204272,1766556150000,28,21,0,0,21,21,596,0.997
29204273,1766556156000,21,28,0,0,28,28,596,0.9971
29204274,1766556162000,29,21,0,0,21,21,596,0.9971
29204275,1766556168000,20,29,0,0,29,29,596,0.997
29204276,1766556174000,28,20,0,0,20,20,595,0.9984
29204277,1766556180000,22,28,0,0,28,28,596,0.9974
29204278,1766556186000,27,22,0,0,22,22,595,0.9982
29204279,1766556192000,19,27,0,0,27,27,596,0.9972
29204280,1766556198000,32,19,0,0,19,19,596,0.9972
29204281,1766556204000,20,32,0,0,32,32,595,0.9972
29204282,1766556210000,29,20,0,0,20,20,595,0.9977
29204283,1766556216000,21,29,0,0,29,29,596,0.9974
29204284,1766556222000,29,21,0,0,21,21,596,0.9976
29204285,1766556228000,20,29,0,0,29,29,596,0.9974
29204286,1766556234000,27,20,0,0,20,20,596,0.9972
29204287,1766556240000,20,27,0,0,27,27,595,0.9988
29204288,1766556246000,29,20,0,0,20,20,596,0.9977
29204289,1766556252000,22,29,0,0,29,29,596,0.9976
29204290,1766556258000,28,22,0,0,22,22,596,0.9974
29204291,1766556264000,19,28,0,0,28,28,596,0.9977
29204292,1766556270000,30,19,0,0,19,19,596,0.9974
29204293,1766556276000,20,30,0,0,30,30,596,0.9974
29204294,1766556282000,28,20,0,0,20,20,596,0.9977
29204295,1766556288000,20,28,0,0,28,28,595,0.9987
29204296,1766556294000,29,20,0,0,20,20,596,0.9961
29204297,1766556300000,20,29,0,0,29,29,596,0.9969
29204298,1766556306000,28,20,0,0,20,20,596,0.9966
29204299,1766556312000,21,28,0,0,28,28,594,0.9981
29204300,1766556318000,31,21,0,0,21,21,596,0.9972
29204301,1766556324000,22,31,0,0,31,31,595,0.9977
29204302,1766556330000,28,22,0,0,22,22,596,0.9973
29204303,1766556336000,22,28,0,0,28,28,596,0.9969
29204304,1766556342000,32,22,0,0,22,22,596,0.9972
29204305,1766556348000,21,32,0,0,32,32,596,0.997
29204306,1766556354000,29,21,0,0,21,21,596,0.9959
29204307,1766556360000,22,29,0,0,29,29,596,0.9954
29204308,1766556366000,26,22,0,0,22,22,596,0.9958
29204309,1766556372000,20,26,0,0,26,26,595,0.9977
29204310,1766556378000,27,20,0,0,20,20,596,0.9967
29204311,1766556384000,23,27,0,0,27,27,595,0.9981
29204312,1766556390000,30,23,0,0,23,23,596,0.9976
29204313,1766556396000,22,30,0,0,30,30,596,0.997
29204314,1766556402000,27,22,0,0,22,22,596,0.9975
29204315,1766556408000,22,27,0,0,27,27,596,0.9971
29204316,1766556414000,30,22,0,0,22,22,596,0.997
29204317,1766556420000,21,30,0,0,30,30,596,0.9974
29204318,1766556426000,26,21,0,0,21,21,596,0.997
29204319,1766556432000,22,26,0,0,26,26,596,0.9973
29204320,1766556438000,28,22,0,0,22,22,595,0.9989
29204321,1766556444000,17,28,0,0,28,28,596,0.9968
29204322,1766556450000,30,17,0,0,17,17,595,0.9975
29204323,1766556456000,21,30,0,0,30,30,594,0.9997
29204324,1766556462000,29,21,0,0,21,21,594,0.9998
29204325,1766556468000,22,29,0,0,29,29,594,0.9999
29204326,1766556474000,27,22,0,0,22,22,594,0.9998
29204327,1766556480000,21,27,0,0,27,27,594,0.9999
29204328,1766556486000,31,21,0,0,21,21,594,0.9993
29204329,1766556492000,22,31,0,0,31,31,594,0.9999
29204330,1766556498000,29,22,0,0,22,22,594,0.9998
29204331,1766556504000,21,29,0,0,29,29,594,0.9999
29204332,1766556510000,27,21,0,0,21,21,594,0.9997
29204333,1766556516000,20,27,0,0,27,27,594,0.9997
29204334,1766556522000,26,20,0,0,20,20,594,0.9992
29204335,1766556528000,21,26,0,0,26,26,596,0.9962
29204336,1766556534000,29,21,0,0,21,21,595,0.9982
29204337,1766556540000,22,29,0,0,29,29,594,0.9998
29204338,1766556546000,26,22,0,0,22,22,596,0.9964
29204339,1766556552000,26,26,0,0,26,26,596,0.9965
29204340,1766556558000,28,26,0,0,26,26,594,0.9976
29204341,1766556564000,24,28,0,0,28,28,594,0.9996
29204342,1766556570000,25,24,0,0,24,24,596,0.9969
29204343,1766556576000,26,25,0,0,25,25,596,0.9967
29204344,1766556582000,24,26,0,0,26,26,595,0.9978
29204345,1766556588000,27,24,0,0,24,24,596,0.9967
29204346,1766556594000,24,27,0,0,27,27,595,0.998
29204347,1766556600000,26,24,0,0,24,24,596,0.9967
29204348,1766556606000,25,26,0,0,26,26,596,0.9953
29204349,1766556612000,25,25,0,0,25,25,595,0.996
29204350,1766556618000,25,25,0,0,25,25,596,0.9967
29204351,1766556624000,28,25,0,0,25,25,595,0.9976
29204352,1766556630000,22,28,0,0,28,28,594,0.9998
29204353,1766556636000,25,22,0,0,22,22,594,0.9997
29204354,1766556642000,25,25,0,0,25,25,594,1
29204355,1766556648000,28,25,0,0,25,25,594,0.9994
29204356,1766556654000,22,28,0,0,28,28,594,1
29204357,1766556660000,24,22,0,0,22,22,594,0.9996
29204358,1766556666000,24,24,0,0,24,24,593,0.9994
29204359,1766556672000,27,24,0,0,24,24,594,0.9996
29204360,1766556678000,24,27,0,0,27,27,594,0.9992
29204361,1766556684000,25,24,0,0,24,24,594,0.9999
29204362,1766556690000,21,25,0,0,25,25,594,0.9999
29204363,1766556696000,28,21,0,0,21,21,594,0.9998
29204364,1766556702000,22,28,0,0,28,28,594,0.9998
29204365,1766556708000,27,22,0,0,22,22,593,0.9999
29204366,1766556714000,22,27,0,0,27,27,594,0.9998
29204367,1766556720000,27,22,0,0,22,22,594,0.9998
29204368,1766556726000,21,27,0,0,27,27,594,0.9998
29204369,1766556732000,31,21,0,0,21,21,594,0.9998
29204370,1766556738000,23,31,0,0,31,31,594,0.9999
29204371,1766556744000,31,23,0,0,23,23,594,0.9999
29204372,1766556750000,22,31,0,0,31,31,593,0.9999
29204373,1766556756000,27,22,0,0,22,22,594,0.9998
29204374,1766556762000,22,27,0,0,27,27,594,0.9998
29204375,1766556768000,28,22,0,0,22,22,573,1
29204376,1766556774000,23,28,0,0,28,28,590,0.9999
29204377,1766556780000,23,23,0,0,23,23,594,0.9999
29204378,1766556786000,24,23,0,0,23,23,594,0.9998
29204379,1766556792000,23,24,0,0,24,24,593,0.9998
29204380,1766556798000,28,23,0,0,23,23,594,0.9996
29204381,1766556804000,25,28,0,0,28,28,594,0.9999
29204382,1766556810000,29,25,0,0,25,25,594,0.9997
29204383,1766556816000,25,29,0,0,29,29,594,0.9993
29204384,1766556822000,29,25,0,0,25,25,593,0.9997
29204385,1766556828000,24,29,0,0,29,29,594,0.9998
29204386,1766556834000,27,24,0,0,24,24,594,0.9999
29204387,1766556840000,23,27,0,0,27,27,594,0.9999
29204388,1766556846000,25,23,0,0,23,23,594,1
29204389,1766556852000,24,25,0,0,25,25,594,1
29204390,1766556858000,27,24,0,0,24,24,594,0.9994
29204391,1766556864000,22,27,0,0,27,27,594,0.9998
29204392,1766556870000,28,22,0,0,22,22,594,0.9997
29204393,1766556876000,23,28,0,0,28,28,594,0.9998
29204394,1766556882000,30,23,0,0,23,23,593,0.9997
29204395,1766556888000,22,30,0,0,30,30,594,0.9998
29204396,1766556894000,27,22,0,0,22,22,594,0.9999
29204397,1766556900000,22,27,0,0,27,27,594,0.9999
29204398,1766556906000,31,22,0,0,22,22,594,0.9998
29204399,1766556912000,22,31,0,0,31,31,594,0.9999
29204400,1766556918000,27,22,0,0,22,22,594,0.9998
29204401,1766556924000,24,27,0,0,27,27,594,0.9998
29204402,1766556930000,26,24,0,0,24,24,594,0.9998
29204403,1766556936000,23,26,0,0,26,26,594,0.9994
29204404,1766556942000,25,23,0,0,23,23,594,0.9998
29204405,1766556948000,19,25,0,0,25,25,594,0.9997
29204406,1766556954000,25,19,0,0,19,19,594,0.9999
29204407,1766556960000,24,25,0,0,25,25,594,0.9999
29204408,1766556966000,26,24,0,0,24,24,594,0.9999
29204409,1766556972000,21,26,0,0,26,26,594,0.9999
29204410,1766556978000,30,21,0,0,21,21,594,1
29204411,1766556984000,23,30,0,0,30,30,594,0.9999
29204412,1766556990000,26,23,0,0,23,23,591,1
29204413,1766556996000,23,26,0,0,26,26,594,0.9996
29204414,1766557002000,29,23,0,0,23,23,594,0.9987
29204415,1766557008000,23,29,0,0,29,29,594,0.9998
29204416,1766557014000,27,23,0,0,23,23,594,0.9999
29204417,1766557020000,25,27,0,0,27,27,594,1
29204418,1766557026000,29,25,0,0,25,25,594,0.9999
29204419,1766557032000,23,29,0,0,29,29,594,0.9997
29204420,1766557038000,26,23,0,0,23,23,594,1
29204421,1766557044000,21,26,0,0,26,26,594,1
29204422,1766557050000,30,21,0,0,21,21,594,0.9999
29204423,1766557056000,23,30,0,0,30,30,594,0.9996
29204424,1766557062000,29,23,0,0,23,23,595,0.9982
29204425,1766557068000,22,29,0,0,29,29,594,0.9999
29204426,1766557074000,28,22,0,0,22,22,594,1
29204427,1766557080000,23,28,0,0,28,28,594,0.9998
29204428,1766557086000,29,23,0,0,23,23,595,0.9973
29204429,1766557092000,24,29,0,0,29,29,594,0.9999
29204430,1766557098000,30,24,0,0,24,24,595,0.9978
29204431,1766557104000,23,30,0,0,30,30,595,0.9982
29204432,1766557110000,28,23,0,0,23,23,594,0.9999
29204433,1766557116000,23,28,0,0,28,28,594,0.9982
29204434,1766557122000,31,23,0,0,23,23,596,0.9956
29204435,1766557128000,21,31,0,0,31,31,595,0.9983
29204436,1766557134000,28,21,0,0,21,21,595,0.998
29204437,1766557140000,23,28,0,0,28,28,594,1
29204438,1766557146000,31,23,0,0,23,23,594,0.9993
29204439,1766557152000,21,31,0,0,31,31,594,0.9997
29204440,1766557158000,30,21,0,0,21,21,594,0.9997
29204441,1766557164000,22,30,0,0,30,30,596,0.9962
29204442,1766557170000,29,22,0,0,22,22,595,0.9982
29204443,1766557176000,23,29,0,0,29,29,593,0.9997
29204444,1766557182000,27,23,0,0,23,23,594,0.9998
29204445,1766557188000,22,27,0,0,27,27,595,0.9981
29204446,1766557194000,30,22,0,0,22,22,595,0.9978
29204447,1766557200000,23,30,0,0,30,30,595,0.9982
29204448,1766557206000,29,23,0,0,23,23,595,0.9982
29204449,1766557212000,21,29,0,0,29,29,595,0.998
29204450,1766557218000,29,21,0,0,21,21,595,0.9981
29204451,1766557224000,21,29,0,0,29,29,594,0.9997
29204452,1766557230000,28,21,0,0,21,21,594,1
29204453,1766557236000,23,28,0,0,28,28,594,0.9999
29204454,1766557242000,29,23,0,0,23,23,595,0.9982
29204455,1766557248000,22,29,0,0,29,29,594,0.9999
29204456,1766557254000,26,22,0,0,22,22,596,0.9969
29204457,1766557260000,21,26,0,0,26,26,594,0.9995
29204458,1766557266000,27,21,0,0,21,21,593,0.9999
29204459,1766557272000,23,27,0,0,27,27,594,0.9997
29204460,1766557278000,25,23,0,0,23,23,595,0.998
29204461,1766557284000,27,25,0,0,25,25,594,0.9998
29204462,1766557290000,23,27,0,0,27,27,594,0.9998
29204463,1766557296000,28,23,0,0,23,23,594,0.9996
29204464,1766557302000,21,28,0,0,28,28,594,0.9996
29204465,1766557308000,27,21,0,0,21,21,595,0.9977
29204466,1766557314000,23,27,0,0,27,27,593,0.9997
29204467,1766557320000,25,23,0,0,23,23,594,0.9977
29204468,1766557326000,22,25,0,0,25,25,594,0.9998
29204469,1766557332000,0,22,0,0,22,22,594,0.9998
29204470,1766557338000,36,0,0,0,0,0,594,0
29204471,1766557344000,21,36,0,0,36,36,594,0.9999
29204472,1766557350000,30,21,0,0,21,21,594,0.9998
29204473,1766557356000,25,30,0,0,30,30,594,0.9997
29204474,1766557362000,29,25,0,0,25,25,592,0.9991
29204475,1766557368000,23,29,0,0,29,29,594,0.9996
29204476,1766557374000,30,23,0,0,23,23,595,0.998
29204477,1766557380000,23,30,0,0,30,30,594,0.9997
29204478,1766557386000,28,23,0,0,23,23,594,0.9999
29204479,1766557392000,24,28,0,0,28,28,594,0.9998
29204480,1766557398000,28,24,0,0,24,24,595,0.998
29204481,1766557404000,23,28,0,0,28,28,594,0.9996
29204482,1766557410000,29,23,0,0,23,23,595,0.9982
29204483,1766557416000,22,29,0,0,29,29,595,0.9982
29204484,1766557422000,28,22,0,0,22,22,594,0.9998
29204485,1766557428000,21,28,0,0,28,28,595,0.9984
