block_number,timestamp_ms,spec_version,submit_data_bytes,submit_data_count,block_fee_plancks,block_time_ms
2172619,1763549820000,49,0,0,0,0
2172620,1763549840001,49,0,0,0,20001
2172621,1763549860000,49,0,0,0,19999
2172622,1763549880001,49,0,0,0,20001
2172623,1763549900000,49,0,0,0,19999
2172624,1763549920000,49,0,0,0,20000
2172625,1763549940000,49,0,0,0,20000
2172626,1763549960001,49,0,0,0,20001
2172627,1763549980001,49,0,0,0,20000
2172628,1763550000001,49,0,0,0,20000
2172629,1763550020001,49,0,0,0,20000
2172630,1763550040000,49,0,0,0,19999
2172631,1763550060000,49,0,0,0,20000
2172632,1763550080000,49,0,0,0,20000
2172633,1763550100000,49,0,0,0,20000
2172634,1763550120000,49,0,0,0,20000
2172635,1763550140000,49,0,0,0,20000
2172636,1763550160001,49,0,0,0,20001
2172637,1763550180000,49,0,0,0,19999
2172638,1763550200001,49,0,0,0,20001
2172639,1763550220000,49,0,0,0,19999
2172640,1763550240000,49,0,0,0,20000
2172641,1763550260000,49,317818,1,272079300503059955,20000
2172642,1763550280000,49,0,0,0,20000
2172643,1763550300000,49,0,0,0,20000
2172644,1763550320000,49,0,0,0,20000
2172645,1763550340000,49,0,0,0,20000
2172646,1763550360000,49,0,0,0,20000
2172647,1763550380000,49,170000,1,203412720487267943,20000
2172648,1763550400001,49,0,0,0,20001
2172649,1763550420000,49,0,0,0,19999
2172650,1763550440000,49,0,0,0,20000
2172651,1763550460000,49,0,0,0,20000
2172652,1763550480000,49,0,0,0,20000
2172653,1763550500000,49,0,0,0,20000
2172654,1763550520000,49,0,0,0,20000
2172655,1763550540001,49,0,0,0,20001
2172656,1763550560000,49,12087,1,130041456926472586,19999
2172657,1763550580001,49,0,0,0,20001
2172658,1763550600000,49,0,0,0,19999
2172659,1763550620000,49,0,0,0,20000
2172660,1763550640000,49,0,0,0,20000
2172661,1763550660000,49,0,0,0,20000
2172662,1763550680000,49,498968,1,356225465998743697,20000
2172663,1763550700000,49,0,0,0,20000
2172664,1763550720000,49,0,0,0,20000
2172665,1763550740000,49,0,0,0,20000
2172666,1763550760000,49,0,0,0,20000
2172667,1763550780000,49,0,0,0,20000
2172668,1763550800000,49,0,0,0,20000
2172669,1763550820000,49,0,0,0,20000
2172670,1763550840001,49,0,0,0,20001
2172671,1763550860000,49,0,0,0,19999
2172672,1763550880000,49,0,0,0,20000
2172673,1763550900000,49,0,0,0,20000
2172674,1763550920000,49,0,0,0,20000
2172675,1763550940000,49,0,0,0,20000
2172676,1763550960001,49,0,0,0,20001
2172677,1763550980000,49,0,0,0,19999
2172678,1763551000001,49,0,0,0,20001
2172679,1763551020000,49,2545,1,125617585752273919,19999
2172680,1763551040001,49,0,0,0,20001
2172681,1763551060000,49,0,0,0,19999
2172682,1763551080000,49,0,0,0,20000
2172683,1763551100000,49,0,0,0,20000
2172684,1763551120000,49,0,0,0,20000
2172685,1763551140000,49,0,0,0,20000
2172686,1763551160001,49,0,0,0,20001
2172687,1763551180000,49,0,0,0,19999
2172688,1763551200000,49,0,0,0,20000
2172689,1763551220000,49,0,0,0,20000
2172690,1763551240000,49,0,0,0,20000
2172691,1763551260000,49,0,0,0,20000
2172692,1763551280001,49,0,0,0,20001
2172693,1763551300000,49,0,0,0,19999
2172694,1763551320000,49,0,0,0,20000
2172695,1763551340001,49,0,0,0,20001
2172696,1763551360000,49,0,0,0,19999
2172697,1763551380000,49,0,0,0,20000
2172698,1763551400000,49,0,0,0,20000
2172699,1763551420000,49,17838,1,132718737328772049,20000
2172700,1763551440000,49,0,0,0,20000
2172701,1763551460000,49,0,0,0,20000
2172702,1763551480000,49,0,0,0,20000
2172703,1763551500000,49,0,0,0,20000
2172704,1763551520000,49,0,0,0,20000
2172705,1763551540000,49,0,0,0,20000
2172706,1763551560000,49,0,0,0,20000
2172707,1763551580001,49,0,0,0,20001
2172708,1763551600000,49,0,0,0,19999
2172709,1763551620001,49,0,0,0,20001
2172710,1763551640000,49,0,0,0,19999
2172711,1763551660000,49,0,0,0,20000
2172712,1763551680001,49,0,0,0,20001
2172713,1763551700001,49,0,0,0,20000
2172714,1763551720000,49,0,0,0,19999
2172715,1763551740000,49,31831,1,139214765710618941,20000
2172716,1763551760000,49,0,0,0,20000
2172717,1763551780000,49,0,0,0,20000
2172718,1763551800000,49,0,0,0,20000
2172719,1763551820001,49,0,0,0,20001
2172720,1763551840000,49,0,0,0,19999
2172721,1763551860000,49,0,0,0,20000
2172722,1763551880000,49,0,0,0,20000
2172723,1763551900001,49,498792,1,356145842179571061,20001
2172724,1763551920000,49,0,0,0,19999
2172725,1763551940000,49,0,0,0,20000
2172726,1763551960000,49,0,0,0,20000
2172727,1763551980000,49,0,0,0,20000
2172728,1763552000000,49,0,0,0,20000
2172729,1763552020000,49,1897030,2,1130115652280293462,20000
2172730,1763552040000,49,0,0,0,20000
2172731,1763552060000,49,1897030,2,1130115287649807516,20000
2172732,1763552080000,49,0,0,0,20000
2172733,1763552100000,49,0,0,0,20000
2172734,1763552120001,49,0,0,0,20001
2172735,1763552140000,49,0,0,0,19999
2172736,1763552160000,49,0,0,0,20000
2172737,1763552180000,49,0,0,0,20000
2172738,1763552200001,49,0,0,0,20001
2172739,1763552220000,49,0,0,0,19999
2172740,1763552240000,49,0,0,0,20000
2172741,1763552260000,49,0,0,0,20000
2172742,1763552280000,49,0,0,0,20000
2172743,1763552300000,49,0,0,0,20000
2172744,1763552320000,49,0,0,0,20000
2172745,1763552340000,49,0,0,0,20000
