block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29377043,1767599496000,21,29,0,0,29,29,595,0.9962
29377044,1767599502000,31,21,0,0,21,21,595,0.997
29377045,1767599508000,20,31,0,0,31,31,595,0.9952
29377046,1767599514000,28,20,0,0,20,20,595,0.995
29377047,1767599520000,21,28,0,0,28,28,595,0.9966
29377048,1767599526000,29,21,0,0,21,21,581,0.9952
29377049,1767599532000,21,29,0,0,29,29,595,0.997
29377050,1767599538000,30,21,0,0,21,21,595,0.9966
29377051,1767599544000,18,30,0,0,30,30,595,0.996
29377052,1767599550000,28,18,0,0,18,18,595,0.9963
29377053,1767599556000,24,28,0,0,28,28,595,0.9966
29377054,1767599562000,28,24,0,0,24,24,595,0.9961
29377055,1767599568000,23,28,0,0,28,28,595,0.9976
29377056,1767599574000,31,23,0,0,23,23,595,0.9955
29377057,1767599580000,21,31,0,0,31,31,594,0.9899
29377058,1767599586000,27,21,0,0,21,21,595,0.9957
29377059,1767599592000,21,27,0,0,27,27,594,0.9979
29377060,1767599598000,29,21,0,0,21,21,595,0.9963
29377061,1767599604000,23,29,0,0,29,29,595,0.9954
29377062,1767599610000,29,23,0,0,23,23,595,0.9957
29377063,1767599616000,22,29,0,0,29,29,595,0.997
29377064,1767599622000,31,22,0,0,22,22,595,0.9955
29377065,1767599628000,23,31,0,0,31,31,594,0.9964
29377066,1767599634000,28,23,0,0,23,23,595,0.9956
29377067,1767599640000,24,28,0,0,28,28,595,0.9968
29377068,1767599646000,27,24,0,0,24,24,594,0.9978
29377069,1767599652000,22,27,0,0,27,27,595,0.9963
29377070,1767599658000,28,22,0,0,22,22,595,0.9976
29377071,1767599664000,25,28,0,0,28,28,595,0.9959
29377072,1767599670000,31,25,0,0,25,25,595,0.9974
29377073,1767599676000,22,31,0,0,31,31,595,0.9955
29377074,1767599682000,26,22,0,0,22,22,593,0.9972
29377075,1767599688000,20,26,0,0,26,26,595,0.9972
29377076,1767599694000,30,20,0,0,20,20,594,0.9979
29377077,1767599700000,21,30,0,0,30,30,594,0.9992
29377078,1767599706000,26,21,0,0,21,21,594,0.998
29377079,1767599712000,21,26,0,0,26,26,594,0.9972
29377080,1767599718000,26,21,0,0,21,21,594,0.9982
29377081,1767599724000,21,26,0,0,26,26,593,0.9981
29377082,1767599730000,31,21,0,0,21,21,595,0.9962
29377083,1767599736000,23,31,0,0,31,31,595,0.9965
29377084,1767599742000,29,23,0,0,23,23,595,0.9953
29377085,1767599748000,23,29,0,0,29,29,595,0.9954
29377086,1767599754000,29,23,0,0,23,23,595,0.9968
29377087,1767599760000,21,29,0,0,29,29,595,0.9966
29377088,1767599766000,30,21,0,0,21,21,593,0.9967
29377089,1767599772000,22,30,0,0,30,30,595,0.9967
29377090,1767599778000,25,22,0,0,22,22,595,0.9973
29377091,1767599784000,20,25,0,0,25,25,595,0.9981
29377092,1767599790000,30,20,0,0,20,20,595,0.9956
29377093,1767599796000,22,30,0,0,30,30,595,0.9975
29377094,1767599802000,28,22,0,0,22,22,595,0.9964
29377095,1767599808000,20,28,0,0,28,28,595,0.9962
29377096,1767599814000,31,20,0,0,20,20,595,0.9968
29377097,1767599820000,22,31,0,0,31,31,595,0.9966
29377098,1767599826000,28,22,0,0,22,22,595,0.9954
29377099,1767599832000,19,28,0,0,28,28,595,0.9964
29377100,1767599838000,30,19,0,0,19,19,594,0.998
29377101,1767599844000,21,30,0,0,30,30,595,0.9966
29377102,1767599850000,28,21,0,0,21,21,595,0.9957
29377103,1767599856000,22,28,0,0,28,28,590,0.9976
29377104,1767599862000,31,22,0,0,22,22,595,0.9969
29377105,1767599868000,21,31,0,0,31,31,595,0.9971
29377106,1767599874000,32,21,0,0,21,21,593,0.998
29377107,1767599880000,23,32,0,0,32,32,595,0.9965
29377108,1767599886000,27,23,0,0,23,23,595,0.9961
29377109,1767599892000,23,27,0,0,27,27,594,0.9972
29377110,1767599898000,29,23,0,0,23,23,595,0.9964
29377111,1767599904000,21,29,0,0,29,29,595,0.9969
29377112,1767599910000,30,21,0,0,21,21,594,0.996
29377113,1767599916000,25,30,0,0,30,30,594,0.9972
29377114,1767599922000,27,25,0,0,25,25,594,0.9973
29377115,1767599928000,24,27,0,0,27,27,594,0.9974
29377116,1767599934000,28,24,0,0,24,24,594,0.9958
29377117,1767599940000,21,28,0,0,28,28,594,0.9976
29377118,1767599946000,27,21,0,0,21,21,594,0.9976
29377119,1767599952000,24,27,0,0,27,27,594,0.9977
29377120,1767599958000,30,24,0,0,24,24,595,0.9961
29377121,1767599964000,21,30,0,0,30,30,594,0.9978
29377122,1767599970000,27,21,0,0,21,21,595,0.9975
29377123,1767599976000,22,27,0,0,27,27,595,0.9971
29377124,1767599982000,30,22,0,0,22,22,595,0.9959
29377125,1767599988000,23,30,0,0,30,30,595,0.997
29377126,1767599994000,27,23,0,0,23,23,595,0.9972
29377127,1767600000000,23,27,0,0,27,27,595,0.9959
29377128,1767600006000,28,23,0,0,23,23,594,0.9966
29377129,1767600012000,21,28,0,0,28,28,594,0.9972
29377130,1767600018000,29,21,0,0,21,21,594,0.9975
29377131,1767600024000,20,29,0,0,29,29,594,0.9972
29377132,1767600030000,26,20,0,0,20,20,595,0.9967
29377133,1767600036000,25,26,0,0,26,26,594,0.9959
29377134,1767600042000,27,25,0,0,25,25,595,0.9954
29377135,1767600048000,24,27,0,0,27,27,595,0.9949
29377136,1767600054000,29,24,0,0,24,24,595,0.9954
29377137,1767600060000,26,29,0,0,29,29,594,0.9938
29377138,1767600066000,25,26,0,0,26,26,594,0.9975
29377139,1767600072000,25,25,0,0,25,25,594,0.9969
29377140,1767600078000,28,25,0,0,25,25,594,0.9972
29377141,1767600084000,25,28,0,0,28,28,594,0.9974
