block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29866643,1770549756000,29,26,0,0,26,23,598,0.9994
29866644,1770549762000,25,29,0,0,29,26,597,0.9992
29866645,1770549768000,29,25,0,0,25,22,598,0.999
29866646,1770549774000,24,29,0,0,29,26,598,0.9986
29866647,1770549780000,27,24,0,0,24,21,598,0.9985
29866648,1770549786000,22,27,0,0,27,24,598,0.9989
29866649,1770549792000,28,22,0,0,22,19,598,0.999
29866650,1770549798000,26,28,0,0,28,26,598,0.9988
29866651,1770549804000,28,26,0,0,26,23,598,0.9988
29866652,1770549810000,26,28,0,0,28,25,598,0.9992
29866653,1770549816000,28,26,0,0,26,23,598,0.9983
29866654,1770549822000,25,28,0,0,28,26,598,0.9992
29866655,1770549828000,31,25,0,0,25,22,598,0.9992
29866656,1770549834000,24,31,0,0,31,28,598,0.999
29866657,1770549840000,29,24,0,0,24,21,598,0.9994
29866658,1770549846000,26,29,0,0,29,26,598,0.999
29866659,1770549852000,27,26,0,0,26,23,598,0.9994
29866660,1770549858000,30,27,0,0,27,25,598,0.9989
29866661,1770549864000,26,30,0,0,30,27,598,0.9986
29866662,1770549870000,24,26,0,0,26,25,598,0.9993
29866663,1770549876000,24,24,0,0,24,23,598,0.9994
29866664,1770549882000,19,24,0,0,24,23,598,0.999
29866665,1770549888000,28,19,0,0,19,19,598,0.999
29866666,1770549894000,28,28,0,0,28,25,598,0.9994
29866667,1770549900000,30,28,0,0,28,25,598,0.9986
29866668,1770549906000,30,30,0,0,30,27,598,0.9988
29866669,1770549912000,29,30,0,0,30,27,598,0.9995
29866670,1770549918000,25,29,0,0,29,26,598,0.9992
29866671,1770549924000,28,25,0,0,25,22,598,0.9993
29866672,1770549930000,26,28,0,0,28,25,598,0.999
29866673,1770549936000,23,26,0,0,26,23,598,0.9992
29866674,1770549942000,24,23,0,0,23,21,597,0.9991
29866675,1770549948000,26,24,0,0,24,21,598,0.9994
29866676,1770549954000,25,26,0,0,26,26,598,0.9992
29866677,1770549960000,30,25,0,0,25,25,598,0.9985
29866678,1770549966000,26,30,0,0,30,27,598,0.9986
29866679,1770549972000,29,26,0,0,26,23,598,0.9992
29866680,1770549978000,28,29,0,0,29,26,597,0.999
29866681,1770549984000,28,28,0,0,28,25,598,0.9995
29866682,1770549990000,29,28,0,0,28,25,598,0.9993
29866683,1770549996000,30,29,0,0,29,26,598,0.9992
29866684,1770550002000,27,30,0,0,30,28,598,0.999
29866685,1770550008000,30,27,0,0,27,24,598,0.9993
29866686,1770550014000,28,30,0,0,30,27,598,0.9988
29866687,1770550020000,26,28,0,0,28,25,598,0.9995
29866688,1770550026000,22,26,0,0,26,24,596,0.999
29866689,1770550032000,25,22,0,0,22,19,598,0.9994
29866690,1770550038000,27,25,0,0,25,22,598,0.9997
29866691,1770550044000,25,27,0,0,27,24,598,0.9993
29866692,1770550050000,27,25,0,0,25,22,595,0.9997
29866693,1770550056000,24,27,0,0,27,24,595,0.9993
29866694,1770550062000,24,24,0,0,24,22,598,0.9999
29866695,1770550068000,26,24,0,0,24,21,598,0.9996
29866696,1770550074000,27,26,0,0,26,23,598,0.9985
29866697,1770550080000,26,27,0,0,27,24,598,0.9995
29866698,1770550086000,27,26,0,0,26,25,598,0.9992
29866699,1770550092000,25,27,0,0,27,26,598,0.9996
29866700,1770550098000,22,25,0,0,25,24,598,0.9992
29866701,1770550104000,27,22,0,0,22,22,598,0.9989
29866702,1770550110000,26,27,0,0,27,24,598,0.9994
29866703,1770550116000,26,26,0,0,26,23,598,0.9994
29866704,1770550122000,28,26,0,0,26,23,598,0.9994
29866705,1770550128000,29,28,0,0,28,25,598,0.9995
29866706,1770550134000,26,29,0,0,29,26,598,0.9991
29866707,1770550140000,26,26,0,0,26,23,598,0.9994
29866708,1770550146000,29,26,0,0,26,23,598,0.9992
29866709,1770550152000,23,29,0,0,29,26,598,0.9984
29866710,1770550158000,0,23,0,0,23,21,529,0.9991
29866711,1770550164000,31,0,0,0,0,0,598,0
29866712,1770550170000,18,31,0,0,31,31,598,0.9997
29866713,1770550176000,32,18,0,0,18,18,598,0.9995
29866714,1770550182000,24,32,0,0,32,29,598,0.9992
29866715,1770550188000,31,24,0,0,24,21,598,0.9997
29866716,1770550194000,24,31,0,0,31,28,596,0.9996
29866717,1770550200000,33,24,0,0,24,21,598,0.9991
29866718,1770550206000,20,33,0,0,33,30,598,0.9993
29866719,1770550212000,32,20,0,0,20,18,598,0.9996
29866720,1770550218000,22,32,0,0,32,29,598,0.9993
29866721,1770550224000,32,22,0,0,22,19,597,0.9996
29866722,1770550230000,28,32,0,0,32,29,598,0.9995
29866723,1770550236000,30,28,0,0,28,25,598,0.9994
29866724,1770550242000,25,30,0,0,30,28,598,0.9991
29866725,1770550248000,32,25,0,0,25,23,598,0.9995
29866726,1770550254000,25,32,0,0,32,29,598,0.9994
29866727,1770550260000,30,25,0,0,25,22,598,0.9994
29866728,1770550266000,23,30,0,0,30,27,598,0.9991
29866729,1770550272000,31,23,0,0,23,20,598,0.9991
29866730,1770550278000,24,31,0,0,31,28,598,0.9994
29866731,1770550284000,32,24,0,0,24,21,598,0.9988
29866732,1770550290000,29,32,0,0,32,29,598,0.9992
29866733,1770550296000,29,29,0,0,29,26,598,0.9987
29866734,1770550302000,21,29,0,0,29,28,598,0.9993
29866735,1770550308000,27,21,0,0,21,20,598,0.9989
29866736,1770550314000,19,27,0,0,27,26,598,0.9991
29866737,1770550320000,32,19,0,0,19,19,592,0.9999
29866738,1770550326000,23,32,0,0,32,29,598,0.9993
29866739,1770550332000,28,23,0,0,23,20,598,0.9993
29866740,1770550338000,24,28,0,0,28,25,598,0.9994
29866741,1770550344000,32,24,0,0,24,21,595,0.9996
29866742,1770550350000,24,32,0,0,32,29,598,0.9994
29866743,1770550356000,31,24,0,0,24,21,598,0.9989
29866744,1770550362000,23,31,0,0,31,28,598,0.9995
29866745,1770550368000,32,23,0,0,23,20,598,0.9993
29866746,1770550374000,27,32,0,0,32,29,598,0.9991
29866747,1770550380000,24,27,0,0,27,24,598,0.9994
29866748,1770550386000,19,24,0,0,24,24,598,0.9994
29866749,1770550392000,30,19,0,0,19,19,598,0.9992
29866750,1770550398000,26,30,0,0,30,27,598,0.9995
29866751,1770550404000,29,26,0,0,26,23,598,0.9992
29866752,1770550410000,23,29,0,0,29,26,597,0.9997
29866753,1770550416000,29,23,0,0,23,20,598,0.9991
29866754,1770550422000,24,29,0,0,29,26,598,0.9994
29866755,1770550428000,29,24,0,0,24,21,597,0.9991
29866756,1770550434000,23,29,0,0,29,26,598,0.9995
29866757,1770550440000,29,23,0,0,23,21,598,0.9991
29866758,1770550446000,21,29,0,0,29,26,598,0.9995
29866759,1770550452000,29,21,0,0,21,18,598,0.9993
29866760,1770550458000,18,29,0,0,29,26,596,0.9998
29866761,1770550464000,34,18,0,0,18,16,598,0.9994
29866762,1770550470000,26,34,0,0,34,31,598,0.9991
29866763,1770550476000,30,26,0,0,26,23,598,0.9987
29866764,1770550482000,28,30,0,0,30,27,598,0.9989
29866765,1770550488000,28,28,0,0,28,25,598,0.9987
29866766,1770550494000,24,28,0,0,28,25,597,0.999
29866767,1770550500000,30,24,0,0,24,21,598,0.9994
29866768,1770550506000,21,30,0,0,30,27,598,0.9992
29866769,1770550512000,28,21,0,0,21,21,598,0.9993
29866770,1770550518000,24,28,0,0,28,27,598,0.9996
29866771,1770550524000,28,24,0,0,24,24,598,0.999
29866772,1770550530000,25,28,0,0,28,27,598,0.9992
29866773,1770550536000,29,25,0,0,25,25,598,0.9991
29866774,1770550542000,28,29,0,0,29,26,598,0.9991
29866775,1770550548000,28,28,0,0,28,25,598,0.9993
29866776,1770550554000,28,28,0,0,28,25,598,0.9989
